target_sut,seed,min_ratio,max_ratio,min_count,max_count,m_neighbors,w_streak,selected_count,failure_count,failure_ratio,recall,critical_count,stop_reason
SUT-B,9,0.1,0.4,20,20,3,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.4,20,20,3,3,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.4,20,20,3,3,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.4,20,20,3,3,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.4,20,20,3,3,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.4,20,20,3,3,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.4,20,20,3,3,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.4,20,20,3,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.4,20,20,3,3,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.4,20,20,3,3,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.4,20,20,3,3,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.4,20,20,3,4,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.4,20,20,3,4,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.4,20,20,3,4,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.4,20,20,3,4,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.4,20,20,3,4,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.4,20,20,3,4,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.4,20,20,3,4,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.4,20,20,3,4,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.4,20,20,3,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.4,20,20,3,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.4,20,20,3,4,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.4,20,20,3,4,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.4,20,20,3,4,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.4,20,20,3,4,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.4,20,20,3,4,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.4,20,20,3,4,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.4,20,20,3,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.4,20,20,3,4,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.4,20,20,3,4,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.4,20,20,3,4,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.4,20,20,3,5,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.4,20,20,3,5,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.4,20,20,3,5,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.4,20,20,3,5,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.4,20,20,3,5,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.4,20,20,3,5,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.4,20,20,3,5,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.4,20,20,3,5,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.4,20,20,3,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.4,20,20,3,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.4,20,20,3,5,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.4,20,20,3,5,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.4,20,20,3,5,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.4,20,20,3,5,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.4,20,20,3,5,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.4,20,20,3,5,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.4,20,20,3,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.4,20,20,3,5,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.4,20,20,3,5,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.4,20,20,3,5,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.4,20,20,4,3,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.4,20,20,4,3,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.4,20,20,4,3,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.4,20,20,4,3,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.4,20,20,4,3,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.4,20,20,4,3,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.4,20,20,4,3,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.4,20,20,4,3,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.4,20,20,4,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.4,20,20,4,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.4,20,20,4,3,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.4,20,20,4,3,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.4,20,20,4,3,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.4,20,20,4,3,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.4,20,20,4,3,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.4,20,20,4,3,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.4,20,20,4,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.4,20,20,4,3,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.4,20,20,4,3,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.4,20,20,4,3,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.4,20,20,4,4,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.4,20,20,4,4,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.4,20,20,4,4,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.4,20,20,4,4,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.4,20,20,4,4,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.4,20,20,4,4,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.4,20,20,4,4,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.4,20,20,4,4,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.4,20,20,4,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.4,20,20,4,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.4,20,20,4,4,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.4,20,20,4,4,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.4,20,20,4,4,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.4,20,20,4,4,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.4,20,20,4,4,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.4,20,20,4,4,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.4,20,20,4,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.4,20,20,4,4,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.4,20,20,4,4,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.4,20,20,4,4,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.4,20,20,4,5,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.4,20,20,4,5,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.4,20,20,4,5,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.4,20,20,4,5,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.4,20,20,4,5,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.4,20,20,4,5,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.4,20,20,4,5,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.4,20,20,4,5,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.4,20,20,4,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.4,20,20,4,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.4,20,20,4,5,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.4,20,20,4,5,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.4,20,20,4,5,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.4,20,20,4,5,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.4,20,20,4,5,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.4,20,20,4,5,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.4,20,20,4,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.4,20,20,4,5,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.4,20,20,4,5,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.4,20,20,4,5,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.5,20,20,2,3,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.5,20,20,2,3,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.5,20,20,2,3,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.5,20,20,2,3,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.5,20,20,2,3,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.5,20,20,2,3,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.5,20,20,2,3,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.5,20,20,2,3,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.5,20,20,2,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.5,20,20,2,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.5,20,20,2,3,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.5,20,20,2,3,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.5,20,20,2,3,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.5,20,20,2,3,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.5,20,20,2,3,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.5,20,20,2,3,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.5,20,20,2,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.5,20,20,2,3,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.5,20,20,2,3,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.5,20,20,2,3,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.5,20,20,2,4,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.5,20,20,2,4,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.5,20,20,2,4,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.5,20,20,2,4,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.5,20,20,2,4,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.5,20,20,2,4,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.5,20,20,2,4,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.5,20,20,2,4,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.5,20,20,2,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.5,20,20,2,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.5,20,20,2,4,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.5,20,20,2,4,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.5,20,20,2,4,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.5,20,20,2,4,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.5,20,20,2,4,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.5,20,20,2,4,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.5,20,20,2,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.5,20,20,2,4,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.5,20,20,2,4,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.5,20,20,2,4,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.5,20,20,2,5,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.5,20,20,2,5,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.5,20,20,2,5,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.5,20,20,2,5,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.5,20,20,2,5,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.5,20,20,2,5,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.5,20,20,2,5,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.5,20,20,2,5,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.5,20,20,2,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.5,20,20,2,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.5,20,20,2,5,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.5,20,20,2,5,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.5,20,20,2,5,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.5,20,20,2,5,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.5,20,20,2,5,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.5,20,20,2,5,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.5,20,20,2,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.5,20,20,2,5,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.5,20,20,2,5,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.5,20,20,2,5,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.5,20,20,3,3,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.5,20,20,3,3,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.5,20,20,3,3,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.5,20,20,3,3,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.5,20,20,3,3,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.5,20,20,3,3,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.5,20,20,3,3,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.5,20,20,3,3,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.5,20,20,3,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.5,20,20,3,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.5,20,20,3,3,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.5,20,20,3,3,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.5,20,20,3,3,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.5,20,20,3,3,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.5,20,20,3,3,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.5,20,20,3,3,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.5,20,20,3,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.5,20,20,3,3,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.5,20,20,3,3,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.5,20,20,3,3,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.5,20,20,3,4,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.5,20,20,3,4,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.5,20,20,3,4,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.5,20,20,3,4,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.5,20,20,3,4,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.5,20,20,3,4,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.5,20,20,3,4,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.5,20,20,3,4,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.5,20,20,3,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.5,20,20,3,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.5,20,20,3,4,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.5,20,20,3,4,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.5,20,20,3,4,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.5,20,20,3,4,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.5,20,20,3,4,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.5,20,20,3,4,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.5,20,20,3,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.5,20,20,3,4,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.5,20,20,3,4,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.5,20,20,3,4,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.5,20,20,3,5,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.5,20,20,3,5,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.5,20,20,3,5,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.5,20,20,3,5,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.5,20,20,3,5,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.5,20,20,3,5,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.5,20,20,3,5,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.5,20,20,3,5,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.5,20,20,3,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.5,20,20,3,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.5,20,20,3,5,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.5,20,20,3,5,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.5,20,20,3,5,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.5,20,20,3,5,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.5,20,20,3,5,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.5,20,20,3,5,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.5,20,20,3,5,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.5,20,20,3,5,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.5,20,20,3,5,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.5,20,20,3,5,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.5,20,20,4,3,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.5,20,20,4,3,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.5,20,20,4,3,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.5,20,20,4,3,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.5,20,20,4,3,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.5,20,20,4,3,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.5,20,20,4,3,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.5,20,20,4,3,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.5,20,20,4,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.5,20,20,4,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.5,20,20,4,3,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.5,20,20,4,3,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.5,20,20,4,3,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.5,20,20,4,3,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.5,20,20,4,3,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.5,20,20,4,3,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.5,20,20,4,3,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.5,20,20,4,3,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.5,20,20,4,3,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.5,20,20,4,3,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.5,20,20,4,4,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.5,20,20,4,4,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.5,20,20,4,4,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.5,20,20,4,4,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.5,20,20,4,4,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.5,20,20,4,4,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.5,20,20,4,4,20,3,0.15,0.2727272727272727,4,max_count_reached
SUT-B,7,0.1,0.5,20,20,4,4,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,8,0.1,0.5,20,20,4,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,9,0.1,0.5,20,20,4,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,10,0.1,0.5,20,20,4,4,20,7,0.35,0.6363636363636364,12,max_count_reached
SUT-B,11,0.1,0.5,20,20,4,4,20,3,0.15,0.2727272727272727,8,max_count_reached
SUT-B,12,0.1,0.5,20,20,4,4,20,5,0.25,0.45454545454545453,11,max_count_reached
SUT-B,13,0.1,0.5,20,20,4,4,20,3,0.15,0.2727272727272727,9,max_count_reached
SUT-B,14,0.1,0.5,20,20,4,4,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,15,0.1,0.5,20,20,4,4,20,4,0.2,0.36363636363636365,9,max_count_reached
SUT-B,16,0.1,0.5,20,20,4,4,20,6,0.3,0.5454545454545454,11,max_count_reached
SUT-B,17,0.1,0.5,20,20,4,4,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,18,0.1,0.5,20,20,4,4,20,4,0.2,0.36363636363636365,7,max_count_reached
SUT-B,19,0.1,0.5,20,20,4,4,20,3,0.15,0.2727272727272727,7,max_count_reached
SUT-B,0,0.1,0.5,20,20,4,5,20,6,0.3,0.5454545454545454,10,max_count_reached
SUT-B,1,0.1,0.5,20,20,4,5,20,5,0.25,0.45454545454545453,9,max_count_reached
SUT-B,2,0.1,0.5,20,20,4,5,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,3,0.1,0.5,20,20,4,5,20,4,0.2,0.36363636363636365,8,max_count_reached
SUT-B,4,0.1,0.5,20,20,4,5,20,5,0.25,0.45454545454545453,10,max_count_reached
SUT-B,5,0.1,0.5,20,20,4,5,20,5,0.25,0.45454545454545453,8,max_count_reached
SUT-B,6,0.1,0.5,20,20,4,5,20,3,0.15,0.2727272727272727,4,max_count_reached
